ÉLÉçíˆ,çƒê∂éûä‘
138467,46.8451386
138468,46.8892489
138469,46.9333592
138470,46.9774695
138471,47.0215798
138472,47.0656901
138473,47.1098004
138474,47.1539107
138475,47.198021
138476,47.2421313
138477,47.2862416
138478,47.3303519
138479,47.3744622
138480,47.4185725
138481,47.4626828
138482,47.5067931
138483,47.5509034
138484,47.5950137
138485,47.639124
138486,47.6832343
138487,47.7273446
138488,47.7714549
138489,47.8155652
138490,47.8596755
138491,47.9037858
138492,47.9478961
138493,47.9920064
138494,48.0361167
138495,48.080227
138496,48.1243373
138497,48.1684476
138498,48.2125579
138499,48.2566682
138500,48.3007785
138501,48.3448888
138502,48.3889991
138503,48.4331094
138504,48.4772197
138505,48.52133
138506,48.5654403
138507,48.6095506
138508,48.6536609
138509,48.6977712
138510,48.7418815
138511,48.7859918
138512,48.8301021
138513,48.8742124
138514,48.9183227
138515,48.962433
138516,49.0065433
138517,49.0506536
138518,49.0947639
138519,49.1388742
138520,49.1829845
138521,49.2270948
138522,49.2712051
138523,49.3153154
138524,49.3594257
138525,49.403536
138526,49.4476463
138527,49.4917566
138528,49.5358669
138529,49.5799772
138530,49.6240875
138531,49.6681978
138532,49.7123081
138533,49.7564184
138534,49.8005287
138535,49.844639
138536,49.8887493
138537,49.9328596
138538,49.9769699
138539,50.0210802
138540,50.0651905
138541,50.1093008
138542,50.1534111
138543,50.1975214
138544,50.2416317
138545,50.285742
138546,50.3298523
138547,50.3739626
138548,50.4180729
138549,50.4621832
138550,50.5062935
138551,50.5504038
138552,50.5945141
138553,50.6386244
138554,50.6827347
138555,50.726845
138556,50.7709553
138557,50.8150656
138558,50.8591759
138559,50.9032862
138560,50.9473965
138561,50.9915068
138562,51.0356171
138563,51.0797274
138564,51.1238377
138565,51.167948
138566,51.2120583
138567,51.2561686
138568,51.3002789
138569,51.3443892
138570,51.3884995
138571,51.4326098
138572,51.4767201
138573,51.5208304
138574,51.5649407
138575,51.609051
138576,51.6531613
138577,51.6972716
138578,51.7413819
138579,51.7854922
138580,51.8296025
138581,51.8737128
138582,51.9178231
138583,51.9619334
138584,52.0060437
138585,52.050154
138586,52.0942643
138587,52.1383746
138588,52.1824849
138589,52.2265952
138590,52.2707055
138591,52.3148158
138592,52.3589261
138593,52.4030364
138594,52.4471467
138595,52.491257
138596,52.5353673
138597,52.5794776
138598,52.6235879
138599,52.6676982
138600,52.7118085
138601,52.7559188
138602,52.8000291
138603,52.8441394
138604,52.8882497
138605,52.93236
138606,52.9764703
138607,53.0205806
138608,53.0646909
138609,53.1088012
138610,53.1529115
138611,53.1970218
138612,53.2411321
138613,53.2852424
138614,53.3293527
138615,53.373463
138616,53.4175733
138617,53.4616836
138618,53.5057939
138619,53.5499042
138620,53.5940145
138621,53.6381248
138622,53.6822351
138623,53.7263454
138624,53.7704557
138625,53.814566
138626,53.8586763
138627,53.9027866
138628,53.9468969
138629,53.9910072
138630,54.0351175
138631,54.0792278
138632,54.1233381
138633,54.1674484
138634,54.2115587
138635,54.255669
138636,54.2997793
138637,54.3438896
138638,54.3879999
138639,54.4321102
138640,54.4762205
138641,54.5203308
138642,54.5644411
138643,54.6085514
138644,54.6526617
138645,54.696772
138646,54.7408823
138647,54.7849926
138648,54.8291029
138649,54.8732132
138650,54.9173235
138651,54.9614338
138652,55.0055441
138653,55.0496544
138654,55.0937647
138655,55.137875
138656,55.1819853
138657,55.2260956
138658,55.2702059
138659,55.3143162
138660,55.3584265
138661,55.4025368
138662,55.4466471
138663,55.4907574
138664,55.5348677
138665,55.578978
138666,55.6230883
138667,55.6671986
138668,55.7113089
138669,55.7554192
138670,55.7995295
138671,55.8436398
138672,55.8877501
138673,55.9318604
138674,55.9759707
138675,56.020081
138676,56.0641913
138677,56.1083016
138678,56.1524119
138679,56.1965222
138680,56.2406325
138681,56.2847428
138682,56.3288531
138683,56.3729634
138684,56.4170737
138685,56.461184
138686,56.5052943
138687,56.5494046
138688,56.5935149
138689,56.6376252
138690,56.6817355
138691,56.7258458
138692,56.7699561
138693,56.8140664
138694,56.8581767
138695,56.902287
138696,56.9463973
138697,56.9905076
138698,57.0346179
138699,57.0787282
138700,57.1228385
138701,57.1669488
138702,57.2110591
138703,57.2551694
138704,57.2992797
138705,57.34339
138706,57.3875003
138707,57.4316106
138708,57.4757209
138709,57.5198312
138710,57.5639415
138711,57.6080518
138712,57.6521621
138713,57.6962724
138714,57.7403827
138715,57.784493
138716,57.8286033
138717,57.8727136
138718,57.9168239
138719,57.9609342
138720,58.0050445
138721,58.0491548
138722,58.0932651
138723,58.1373754
138724,58.1814857
138725,58.225596
138726,58.2697063
138727,58.3138166
138728,58.3579269
138729,58.4020372
138730,58.4461475
138731,58.4902578
138732,58.5343681
138733,58.5784784
138734,58.6225887
138735,58.666699
138736,58.7108093
138737,58.7549196
138738,58.7990299
138739,58.8431402
138740,58.8872505
138741,58.9313608
138742,58.9754711
138743,59.0195814
138744,59.0636917
138745,59.107802
138746,59.1519123
138747,59.1960226
138748,59.2401329
138749,59.2842432
138750,59.3283535
138751,59.3724638
138752,59.4165741
138753,59.4606844
138754,59.5047947
138755,59.548905
138756,59.5930153
138757,59.6371256
138758,59.6812359
138759,59.7253462
138760,59.7694565
138761,59.8135668
138762,59.8576771
138763,59.9017874
138764,59.9458977
138765,59.990008
138766,60.0341183
138767,60.0782286
138768,60.1223389
138769,60.1664492
138770,60.2105595
138771,60.2546698
138772,60.2987801
138773,60.3428904
138774,60.3870007
138775,60.431111
138776,60.4752213
138777,60.5193316
138778,60.5634419
138779,60.6075522
138780,60.6516625
138781,60.6957728
138782,60.7398831
138783,60.7839934
138784,60.8281037
138785,60.872214
138786,60.9163243
138787,60.9604346
138788,61.0045449
138789,61.0486552
138790,61.0927655
138791,61.1368758
138792,61.1809861
138793,61.2250964
138794,61.2692067
138795,61.313317
138796,61.3574273
138797,61.4015376
138798,61.4456479
138799,61.4897582
138800,61.5338685
138801,61.5779788
138802,61.6220891
138803,61.6661994
138804,61.7103097
138805,61.75442
138806,61.7985303
138807,61.8426406
138808,61.8867509
138809,61.9308612
138810,61.9749715
138811,62.0190818
138812,62.0631921
138813,62.1073024
138814,62.1514127
138815,62.195523
138816,62.2396333
138817,62.2837436
138818,62.3278539
138819,62.3719642
138820,62.4160745
138821,62.4601848
138822,62.5042951
138823,62.5484054
138824,62.5925157
138825,62.636626
138826,62.6807363
138827,62.7248466
138828,62.7689569
138829,62.8130672
138830,62.8571775
138831,62.9012878
138832,62.9453981
138833,62.9895084
138834,63.0336187
138835,63.077729
138836,63.1218393
138837,63.1659496
138838,63.2100599
138839,63.2541702
138840,63.2982805
138841,63.3423908
138842,63.3865011
138843,63.4306114
138844,63.4747217
138845,63.518832
138846,63.5629423
138847,63.6070526
138848,63.6511629
138849,63.6952732
138850,63.7393835
138851,63.7834938
138852,63.8276041
138853,63.8717144
138854,63.9158247
138855,63.959935
138856,64.0040453
138857,64.0481556
138858,64.0922659
138859,64.1363762
138860,64.1804865
138861,64.2245968
138862,64.2687071
138863,64.3128174
138864,64.3569277
138865,64.401038
138866,64.4451483
138867,64.4892586
138868,64.5333689
138869,64.5774792
138870,64.6215895
138871,64.6656998
138872,64.7098101
138873,64.7539204
138874,64.7980307
138875,64.842141
138876,64.8862513
138877,64.9303616
138878,64.9744719
138879,65.0185822
138880,65.0626925
138881,65.1068028
138882,65.1509131
138883,65.1950234
138884,65.2391337
138885,65.283244
138886,65.3273543
138887,65.3714646
138888,65.4155749
138889,65.4596852
138890,65.5037955
138891,65.5479058
138892,65.5920161
138893,65.6361264
138894,65.6802367
138895,65.724347
138896,65.7684573
138897,65.8125676
138898,65.8566779
138899,65.9007882
138900,65.9448985
138901,65.9890088
138902,66.0331191
138903,66.0772294
138904,66.1213397
138905,66.16545
138906,66.2095603
138907,66.2536706
138908,66.2977809
138909,66.3418912
138910,66.3860015
138911,66.4301118
138912,66.4742221
138913,66.5183324
138914,66.5624427
138915,66.606553
138916,66.6506633
138917,66.6947736
138918,66.7388839
138919,66.7829942
138920,66.8271045
138921,66.8712148
138922,66.9153251
138923,66.9594354
138924,67.0035457
138925,67.047656
138926,67.0917663
138927,67.1358766
138928,67.1799869
138929,67.2240972
138930,67.2682075
138931,67.3123178
138932,67.3564281
138933,67.4005384
138934,67.4446487
138935,67.488759
138936,67.5328693
138937,67.5769796
138938,67.6210899
138939,67.6652002
138940,67.7093105
138941,67.7534208
138942,67.7975311
138943,67.8416414
138944,67.8857517
138945,67.929862
138946,67.9739723
138947,68.0180826
138948,68.0621929
138949,68.1063032
138950,68.1504135
138951,68.1945238
138952,68.2386341
138953,68.2827444
138954,68.3268547
138955,68.370965
138956,68.4150753
138957,68.4591856
138958,68.5032959
138959,68.5474062
138960,68.5915165
138961,68.6356268
138962,68.6797371
138963,68.7238474
138964,68.7679577
138965,68.812068
138966,68.8561783
138967,68.9002886
138968,68.9443989
138969,68.9885092
138970,69.0326195
138971,69.0767298
138972,69.1208401
